sourceName	(edgeType)	targetName
PractitionerRole	coverage_eligibility_request_item	CoverageEligibilityRequestItem
Condition	coverage_eligibility_request_item_diagnosis	CoverageEligibilityRequestItemDiagnosis
Resource	coverage_eligibility_request_supporting_info	CoverageEligibilityRequestSupportingInfo
Organization	insurer_coverage_eligibility_response	CoverageEligibilityResponse
Patient	coverage_eligibility_response	CoverageEligibilityResponse
CoverageEligibilityRequest	coverage_eligibility_response	CoverageEligibilityResponse
Practitioner	coverage_eligibility_response	CoverageEligibilityResponse
PractitionerRole	coverage_eligibility_response	CoverageEligibilityResponse
Organization	requestor_coverage_eligibility_response	CoverageEligibilityResponse
Coverage	coverage_eligibility_response_insurance	CoverageEligibilityResponseInsurance
Practitioner	coverage_eligibility_response_insurance_item	CoverageEligibilityResponseInsuranceItem
PractitionerRole	coverage_eligibility_response_insurance_item	CoverageEligibilityResponseInsuranceItem
StructureDefinition	data_requirement	DataRequirement
Group	data_requirement	DataRequirement
ValueSet	data_requirement_code_filter	DataRequirementCodeFilter
Practitioner	detected_issue	DetectedIssue
PractitionerRole	detected_issue	DetectedIssue
Device	detected_issue	DetectedIssue
Resource	detected_issue	DetectedIssue
Patient	detected_issue	DetectedIssue
Resource	detected_issue_evidence	DetectedIssueEvidence
Practitioner	detected_issue_mitigation	DetectedIssueMitigation
PractitionerRole	detected_issue_mitigation	DetectedIssueMitigation
DeviceDefinition	device	Device
Location	device	Device
Organization	device	Device
Device	device	Device
Patient	device	Device
Organization	manufacturerReference_device_definition	DeviceDefinition
Organization	owner_device_definition	DeviceDefinition
DeviceDefinition	device_definition	DeviceDefinition
Device	parent_device_metric	DeviceMetric
Device	source_device_metric	DeviceMetric
Resource	basedOn_device_request	DeviceRequest
Device	codeReference_device_request	DeviceRequest
Encounter	device_request	DeviceRequest
PlanDefinition	device_request	DeviceRequest
ActivityDefinition	device_request	DeviceRequest
Coverage	device_request	DeviceRequest
ClaimResponse	device_request	DeviceRequest
Practitioner	performer_device_request	DeviceRequest
Device	performer_device_request	DeviceRequest
Patient	performer_device_request	DeviceRequest
PractitionerRole	performer_device_request	DeviceRequest
Organization	performer_device_request	DeviceRequest
CareTeam	device_request	DeviceRequest
RelatedPerson	device_request	DeviceRequest
HealthcareService	device_request	DeviceRequest
Resource	priorRequest_device_request	DeviceRequest
Condition	device_request	DeviceRequest
DocumentReference	device_request	DeviceRequest
DiagnosticReport	device_request	DeviceRequest
Observation	device_request	DeviceRequest
Provenance	device_request	DeviceRequest
Practitioner	requester_device_request	DeviceRequest
PractitionerRole	requester_device_request	DeviceRequest
Device	requester_device_request	DeviceRequest
Organization	requester_device_request	DeviceRequest
Location	device_request	DeviceRequest
Group	device_request	DeviceRequest
Device	subject_device_request	DeviceRequest
Patient	subject_device_request	DeviceRequest
Resource	supportingInfo_device_request	DeviceRequest
ServiceRequest	basedOn_device_use_statement	DeviceUseStatement
Procedure	device_use_statement	DeviceUseStatement
DocumentReference	derivedFrom_device_use_statement	DeviceUseStatement
ServiceRequest	derivedFrom_device_use_statement	DeviceUseStatement
QuestionnaireResponse	device_use_statement	DeviceUseStatement
Claim	device_use_statement	DeviceUseStatement
Observation	derivedFrom_device_use_statement	DeviceUseStatement
Device	device_use_statement	DeviceUseStatement
DocumentReference	reasonReference_device_use_statement	DeviceUseStatement
Media	device_use_statement	DeviceUseStatement
DiagnosticReport	device_use_statement	DeviceUseStatement
Condition	device_use_statement	DeviceUseStatement
Observation	reasonReference_device_use_statement	DeviceUseStatement
Practitioner	device_use_statement	DeviceUseStatement
PractitionerRole	device_use_statement	DeviceUseStatement
RelatedPerson	device_use_statement	DeviceUseStatement
Patient	source_device_use_statement	DeviceUseStatement
Group	device_use_statement	DeviceUseStatement
Patient	subject_device_use_statement	DeviceUseStatement
ServiceRequest	diagnostic_report	DiagnosticReport
NutritionOrder	diagnostic_report	DiagnosticReport
MedicationRequest	diagnostic_report	DiagnosticReport
CarePlan	diagnostic_report	DiagnosticReport
ImmunizationRecommendation	diagnostic_report	DiagnosticReport
Encounter	diagnostic_report	DiagnosticReport
ImagingStudy	diagnostic_report	DiagnosticReport
Practitioner	performer_diagnostic_report	DiagnosticReport
PractitionerRole	performer_diagnostic_report	DiagnosticReport
Organization	performer_diagnostic_report	DiagnosticReport
CareTeam	performer_diagnostic_report	DiagnosticReport
Observation	diagnostic_report	DiagnosticReport
Practitioner	resultsInterpreter_diagnostic_report	DiagnosticReport
PractitionerRole	resultsInterpreter_diagnostic_report	DiagnosticReport
Organization	resultsInterpreter_diagnostic_report	DiagnosticReport
CareTeam	resultsInterpreter_diagnostic_report	DiagnosticReport
Specimen	diagnostic_report	DiagnosticReport
Procedure	diagnostic_report	DiagnosticReport
Practitioner	subject_diagnostic_report	DiagnosticReport
Device	diagnostic_report	DiagnosticReport
Patient	diagnostic_report	DiagnosticReport
Group	diagnostic_report	DiagnosticReport
Organization	subject_diagnostic_report	DiagnosticReport
Location	diagnostic_report	DiagnosticReport
Medication	diagnostic_report	DiagnosticReport
Substance	diagnostic_report	DiagnosticReport
Media	diagnostic_report_media	DiagnosticReportMedia
Practitioner	author_document_manifest	DocumentManifest
Device	author_document_manifest	DocumentManifest
Patient	author_document_manifest	DocumentManifest
PractitionerRole	author_document_manifest	DocumentManifest
Organization	author_document_manifest	DocumentManifest
RelatedPerson	author_document_manifest	DocumentManifest
Resource	document_manifest	DocumentManifest
Practitioner	recipient_document_manifest	DocumentManifest
Patient	recipient_document_manifest	DocumentManifest
PractitionerRole	recipient_document_manifest	DocumentManifest
RelatedPerson	recipient_document_manifest	DocumentManifest
Organization	recipient_document_manifest	DocumentManifest
Practitioner	subject_document_manifest	DocumentManifest
Group	document_manifest	DocumentManifest
Device	subject_document_manifest	DocumentManifest
Patient	subject_document_manifest	DocumentManifest
Resource	document_manifest_related	DocumentManifestRelated
Practitioner	authenticator_document_reference	DocumentReference
PractitionerRole	authenticator_document_reference	DocumentReference
Organization	authenticator_document_reference	DocumentReference
Practitioner	author_document_reference	DocumentReference
Device	author_document_reference	DocumentReference
Patient	author_document_reference	DocumentReference
PractitionerRole	author_document_reference	DocumentReference
Organization	author_document_reference	DocumentReference
RelatedPerson	document_reference	DocumentReference
Organization	custodian_document_reference	DocumentReference
Practitioner	subject_document_reference	DocumentReference
Group	document_reference	DocumentReference
Device	subject_document_reference	DocumentReference
Patient	subject_document_reference	DocumentReference
Encounter	document_reference_context	DocumentReferenceContext
EpisodeOfCare	document_reference_context	DocumentReferenceContext
Resource	document_reference_context	DocumentReferenceContext
Patient	document_reference_context	DocumentReferenceContext
DocumentReference	document_reference_relates_to	DocumentReferenceRelatesTo
ValueSet	element_definition_binding	ElementDefinitionBinding
StructureDefinition	element_definition_constraint	ElementDefinitionConstraint
StructureDefinition	profile_element_definition_type	ElementDefinitionType
ImplementationGuide	profile_element_definition_type	ElementDefinitionType
StructureDefinition	targetProfile_element_definition_type	ElementDefinitionType
ImplementationGuide	targetProfile_element_definition_type	ElementDefinitionType
Account	encounter	Encounter
Appointment	encounter	Encounter
ServiceRequest	encounter	Encounter
EpisodeOfCare	encounter	Encounter
Encounter	encounter	Encounter
Condition	encounter	Encounter
ImmunizationRecommendation	encounter	Encounter
Procedure	encounter	Encounter
Observation	encounter	Encounter
Organization	encounter	Encounter
Group	encounter	Encounter
Patient	encounter	Encounter
Condition	encounter_diagnosis	EncounterDiagnosis
Procedure	encounter_diagnosis	EncounterDiagnosis
Location	destination_encounter_hospitalization	EncounterHospitalization
Organization	destination_encounter_hospitalization	EncounterHospitalization
Location	origin_encounter_hospitalization	EncounterHospitalization
Organization	origin_encounter_hospitalization	EncounterHospitalization
Location	encounter_location	EncounterLocation
Practitioner	encounter_participant	EncounterParticipant
PractitionerRole	encounter_participant	EncounterParticipant
RelatedPerson	encounter_participant	EncounterParticipant
Organization	endpoint	Endpoint
Patient	enrollment_request	EnrollmentRequest
Coverage	enrollment_request	EnrollmentRequest
Organization	insurer_enrollment_request	EnrollmentRequest
Practitioner	enrollment_request	EnrollmentRequest
PractitionerRole	enrollment_request	EnrollmentRequest
Organization	provider_enrollment_request	EnrollmentRequest
Organization	organization_enrollment_response	EnrollmentResponse
EnrollmentRequest	enrollment_response	EnrollmentResponse
Practitioner	enrollment_response	EnrollmentResponse
PractitionerRole	enrollment_response	EnrollmentResponse
Organization	requestProvider_enrollment_response	EnrollmentResponse
Account	episode_of_care	EpisodeOfCare
Practitioner	episode_of_care	EpisodeOfCare
PractitionerRole	episode_of_care	EpisodeOfCare
Organization	episode_of_care	EpisodeOfCare
Patient	episode_of_care	EpisodeOfCare
ServiceRequest	episode_of_care	EpisodeOfCare
CareTeam	episode_of_care	EpisodeOfCare
Condition	episode_of_care_diagnosis	EpisodeOfCareDiagnosis
Group	event_definition	EventDefinition
Citation	evidence	Evidence
EvidenceVariable	evidence_statistic_model_characteristic_variable	EvidenceStatisticModelCharacteristicVariable
Group	evidence_statistic_model_characteristic_variable	EvidenceStatisticModelCharacteristicVariable
EvidenceVariable	intended_evidence_variable_definition	EvidenceVariableDefinition
Group	intended_evidence_variable_definition	EvidenceVariableDefinition
EvidenceVariable	observed_evidence_variable_definition	EvidenceVariableDefinition
Group	observed_evidence_variable_definition	EvidenceVariableDefinition
Citation	evidence_report	EvidenceReport
EvidenceReport	evidence_report_relates_to	EvidenceReportRelatesTo
Organization	evidence_report_section	EvidenceReportSection
Group	evidence_report_section	EvidenceReportSection
Person	evidence_report_section	EvidenceReportSection
Device	evidence_report_section	EvidenceReportSection
Resource	entryReference_evidence_report_section	EvidenceReportSection
Resource	focusReference_evidence_report_section	EvidenceReportSection
Resource	evidence_report_subject_characteristic	EvidenceReportSubjectCharacteristic
Resource	evidence_variable_characteristic	EvidenceVariableCharacteristic
EvidenceVariable	evidence_variable_characteristic	EvidenceVariableCharacteristic
Group	evidence_variable_characteristic	EvidenceVariableCharacteristic
DeviceMetric	evidence_variable_characteristic	EvidenceVariableCharacteristic
Device	evidence_variable_characteristic	EvidenceVariableCharacteristic
ExampleScenario	example_scenario	ExampleScenario
Claim	explanation_of_benefit	ExplanationOfBenefit
ClaimResponse	explanation_of_benefit	ExplanationOfBenefit
Practitioner	enterer_explanation_of_benefit	ExplanationOfBenefit
PractitionerRole	enterer_explanation_of_benefit	ExplanationOfBenefit
Location	explanation_of_benefit	ExplanationOfBenefit
Organization	insurer_explanation_of_benefit	ExplanationOfBenefit
MedicationRequest	originalPrescription_explanation_of_benefit	ExplanationOfBenefit
Patient	explanation_of_benefit	ExplanationOfBenefit
MedicationRequest	prescription_explanation_of_benefit	ExplanationOfBenefit
VisionPrescription	explanation_of_benefit	ExplanationOfBenefit
Practitioner	provider_explanation_of_benefit	ExplanationOfBenefit
PractitionerRole	provider_explanation_of_benefit	ExplanationOfBenefit
Organization	provider_explanation_of_benefit	ExplanationOfBenefit
ServiceRequest	explanation_of_benefit	ExplanationOfBenefit
Location	explanation_of_benefit_accident	ExplanationOfBenefitAccident
Location	explanation_of_benefit_add_item	ExplanationOfBenefitAddItem
Practitioner	explanation_of_benefit_add_item	ExplanationOfBenefitAddItem
PractitionerRole	explanation_of_benefit_add_item	ExplanationOfBenefitAddItem
Organization	explanation_of_benefit_add_item	ExplanationOfBenefitAddItem
Practitioner	explanation_of_benefit_care_team	ExplanationOfBenefitCareTeam
PractitionerRole	explanation_of_benefit_care_team	ExplanationOfBenefitCareTeam
Organization	explanation_of_benefit_care_team	ExplanationOfBenefitCareTeam
Condition	explanation_of_benefit_diagnosis	ExplanationOfBenefitDiagnosis
Coverage	explanation_of_benefit_insurance	ExplanationOfBenefitInsurance
Encounter	explanation_of_benefit_item	ExplanationOfBenefitItem
Location	explanation_of_benefit_item	ExplanationOfBenefitItem
Device	explanation_of_benefit_item	ExplanationOfBenefitItem
Device	explanation_of_benefit_item_detail	ExplanationOfBenefitItemDetail
Device	explanation_of_benefit_item_detail_sub_detail	ExplanationOfBenefitItemDetailSubDetail
Practitioner	explanation_of_benefit_payee	ExplanationOfBenefitPayee
Patient	explanation_of_benefit_payee	ExplanationOfBenefitPayee
PractitionerRole	explanation_of_benefit_payee	ExplanationOfBenefitPayee
RelatedPerson	explanation_of_benefit_payee	ExplanationOfBenefitPayee
Organization	explanation_of_benefit_payee	ExplanationOfBenefitPayee
Procedure	explanation_of_benefit_procedure	ExplanationOfBenefitProcedure
Device	explanation_of_benefit_procedure	ExplanationOfBenefitProcedure
Claim	explanation_of_benefit_related	ExplanationOfBenefitRelated
Resource	explanation_of_benefit_supporting_info	ExplanationOfBenefitSupportingInfo
ActivityDefinition	family_member_history	FamilyMemberHistory
PlanDefinition	family_member_history	FamilyMemberHistory
Measure	family_member_history	FamilyMemberHistory
Questionnaire	family_member_history	FamilyMemberHistory
OperationDefinition	family_member_history	FamilyMemberHistory
Patient	family_member_history	FamilyMemberHistory
DocumentReference	family_member_history	FamilyMemberHistory
DiagnosticReport	family_member_history	FamilyMemberHistory
QuestionnaireResponse	family_member_history	FamilyMemberHistory
Condition	family_member_history	FamilyMemberHistory
AllergyIntolerance	family_member_history	FamilyMemberHistory
Observation	family_member_history	FamilyMemberHistory
Practitioner	author_flag	Flag
Device	flag	Flag
Patient	author_flag	Flag
PractitionerRole	flag	Flag
Organization	author_flag	Flag
Encounter	flag	Flag
Procedure	flag	Flag
Practitioner	subject_flag	Flag
Patient	subject_flag	Flag
Group	flag	Flag
Organization	subject_flag	Flag
PlanDefinition	flag	Flag
Location	flag	Flag
Medication	flag	Flag
ServiceRequest	goal	Goal
Observation	addresses_goal	Goal
NutritionOrder	goal	Goal
Condition	goal	Goal
RiskAssessment	goal	Goal
MedicationStatement	goal	Goal
Practitioner	goal	Goal
PractitionerRole	goal	Goal
RelatedPerson	goal	Goal
Patient	expressedBy_goal	Goal
Observation	outcomeReference_goal	Goal
Group	goal	Goal
Organization	goal	Goal
Patient	subject_goal	Goal
StructureDefinition	graph_definition	GraphDefinition
StructureDefinition	graph_definition_link_target	GraphDefinitionLinkTarget
Practitioner	group	Group
PractitionerRole	group	Group
Organization	group	Group
RelatedPerson	group	Group
Practitioner	group_member	GroupMember
Device	group_member	GroupMember
Patient	group_member	GroupMember
PractitionerRole	group_member	GroupMember
RelatedPerson	group_member	GroupMember
Group	group_member	GroupMember
Medication	group_member	GroupMember
Substance	group_member	GroupMember
Encounter	guidance_response	GuidanceResponse
OperationOutcome	guidance_response	GuidanceResponse
Parameters	guidance_response	GuidanceResponse
Device	guidance_response	GuidanceResponse
Condition	guidance_response	GuidanceResponse
DocumentReference	guidance_response	GuidanceResponse
DiagnosticReport	guidance_response	GuidanceResponse
Observation	guidance_response	GuidanceResponse
RequestGroup	guidance_response	GuidanceResponse
CarePlan	guidance_response	GuidanceResponse
Group	guidance_response	GuidanceResponse
Patient	guidance_response	GuidanceResponse
Location	coverageArea_healthcare_service	HealthcareService
Endpoint	healthcare_service	HealthcareService
Location	location_healthcare_service	HealthcareService
Organization	healthcare_service	HealthcareService
Organization	identifier	Identifier
ServiceRequest	imaging_study	ImagingStudy
AppointmentResponse	imaging_study	ImagingStudy
CarePlan	imaging_study	ImagingStudy
Appointment	imaging_study	ImagingStudy
Task	imaging_study	ImagingStudy
Encounter	imaging_study	ImagingStudy
Endpoint	imaging_study	ImagingStudy
Practitioner	interpreter_imaging_study	ImagingStudy
PractitionerRole	interpreter_imaging_study	ImagingStudy
Location	imaging_study	ImagingStudy
Procedure	imaging_study	ImagingStudy
DocumentReference	imaging_study	ImagingStudy
Media	imaging_study	ImagingStudy
DiagnosticReport	imaging_study	ImagingStudy
Condition	imaging_study	ImagingStudy
Observation	imaging_study	ImagingStudy
Practitioner	referrer_imaging_study	ImagingStudy
PractitionerRole	referrer_imaging_study	ImagingStudy
Group	imaging_study	ImagingStudy
Device	imaging_study	ImagingStudy
Patient	imaging_study	ImagingStudy
Endpoint	imaging_study_series	ImagingStudySeries
Specimen	imaging_study_series	ImagingStudySeries
Practitioner	imaging_study_series_performer	ImagingStudySeriesPerformer
Device	imaging_study_series_performer	ImagingStudySeriesPerformer
Patient	imaging_study_series_performer	ImagingStudySeriesPerformer
PractitionerRole	imaging_study_series_performer	ImagingStudySeriesPerformer
Organization	imaging_study_series_performer	ImagingStudySeriesPerformer
CareTeam	imaging_study_series_performer	ImagingStudySeriesPerformer
RelatedPerson	imaging_study_series_performer	ImagingStudySeriesPerformer
Encounter	immunization	Immunization
Location	immunization	Immunization
Organization	immunization	Immunization
Patient	immunization	Immunization
Condition	immunization	Immunization
DiagnosticReport	immunization	Immunization
Observation	immunization	Immunization
Practitioner	immunization_performer	ImmunizationPerformer
PractitionerRole	immunization_performer	ImmunizationPerformer
Organization	immunization_performer	ImmunizationPerformer
Organization	immunization_protocol_applied	ImmunizationProtocolApplied
Observation	immunization_reaction	ImmunizationReaction
Organization	immunization_evaluation	ImmunizationEvaluation
Immunization	immunization_evaluation	ImmunizationEvaluation
Patient	immunization_evaluation	ImmunizationEvaluation
Organization	immunization_recommendation	ImmunizationRecommendation
Patient	immunization_recommendation	ImmunizationRecommendation
ImmunizationEvaluation	immunization_recommendation_recommendation	ImmunizationRecommendationRecommendation
Immunization	immunization_recommendation_recommendation	ImmunizationRecommendationRecommendation
Resource	immunization_recommendation_recommendation	ImmunizationRecommendationRecommendation
Binary	implementation_guide_definition_page	ImplementationGuideDefinitionPage
StructureDefinition	implementation_guide_definition_resource	ImplementationGuideDefinitionResource
Resource	implementation_guide_definition_resource	ImplementationGuideDefinitionResource
ImplementationGuide	implementation_guide_depends_on	ImplementationGuideDependsOn
StructureDefinition	implementation_guide_global	ImplementationGuideGlobal
StructureDefinition	implementation_guide_manifest_resource	ImplementationGuideManifestResource
Resource	implementation_guide_manifest_resource	ImplementationGuideManifestResource
MedicinalProductDefinition	ingredient	Ingredient
ManufacturedItemDefinition	ingredient	Ingredient
AdministrableProductDefinition	ingredient	Ingredient
Organization	ingredient_manufacturer	IngredientManufacturer
SubstanceDefinition	ingredient_substance	IngredientSubstance
SubstanceDefinition	ingredient_substance_strength_reference_strength	IngredientSubstanceStrengthReferenceStrength
Organization	administeredBy_insurance_plan	InsurancePlan
Location	insurance_plan	InsurancePlan
Endpoint	insurance_plan	InsurancePlan
Organization	network_insurance_plan	InsurancePlan
Organization	ownedBy_insurance_plan	InsurancePlan
Organization	insurance_plan_coverage	InsurancePlanCoverage
Location	insurance_plan_plan	InsurancePlanPlan
Organization	insurance_plan_plan	InsurancePlanPlan
Account	invoice	Invoice
Organization	issuer_invoice	Invoice
RelatedPerson	invoice	Invoice
Organization	recipient_invoice	Invoice
Patient	recipient_invoice	Invoice
Group	invoice	Invoice
Patient	subject_invoice	Invoice
ChargeItem	invoice_line_item	InvoiceLineItem
Practitioner	invoice_participant	InvoiceParticipant
Device	invoice_participant	InvoiceParticipant
Patient	invoice_participant	InvoiceParticipant
PractitionerRole	invoice_participant	InvoiceParticipant
Organization	invoice_participant	InvoiceParticipant
RelatedPerson	invoice_participant	InvoiceParticipant
Group	library	Library
Practitioner	linkage	Linkage
PractitionerRole	linkage	Linkage
Organization	linkage	Linkage
Resource	linkage_item	LinkageItem
Encounter	list	List
Practitioner	list	List
PractitionerRole	list	List
Device	source_list	List
Patient	source_list	List
Location	list	List
Group	list	List
Device	subject_list	List
Patient	subject_list	List
Resource	list_entry	ListEntry
Endpoint	location	Location
Organization	location	Location
Location	location	Location
Organization	manufactured_item_definition	ManufacturedItemDefinition
Library	measure	Measure
Group	measure	Measure
Resource	measure_report	MeasureReport
Measure	measure_report	MeasureReport
Location	reporter_measure_report	MeasureReport
Practitioner	reporter_measure_report	MeasureReport
PractitionerRole	reporter_measure_report	MeasureReport
Organization	measure_report	MeasureReport
Practitioner	subject_measure_report	MeasureReport
Device	measure_report	MeasureReport
Patient	measure_report	MeasureReport
PractitionerRole	subject_measure_report	MeasureReport
RelatedPerson	measure_report	MeasureReport
Group	measure_report	MeasureReport
Location	subject_measure_report	MeasureReport
List	measure_report_group_population	MeasureReportGroupPopulation
List	measure_report_group_stratifier_stratum_population	MeasureReportGroupStratifierStratumPopulation
ServiceRequest	media	Media
CarePlan	media	Media
DeviceMetric	media	Media
Device	device_media	Media
Encounter	media	Media
Practitioner	operator_media	Media
Device	operator_media	Media
Patient	operator_media	Media
PractitionerRole	operator_media	Media
Organization	media	Media
CareTeam	media	Media
RelatedPerson	media	Media
Resource	media	Media
Practitioner	subject_media	Media
Device	subject_media	Media
Patient	subject_media	Media
Specimen	media	Media
Group	media	Media
PractitionerRole	subject_media	Media
Location	media	Media
Organization	medication	Medication
Medication	medication_ingredient	MedicationIngredient
Substance	medication_ingredient	MedicationIngredient
Encounter	medication_administration	MedicationAdministration
EpisodeOfCare	medication_administration	MedicationAdministration
Device	medication_administration	MedicationAdministration
Provenance	medication_administration	MedicationAdministration
Medication	medication_administration	MedicationAdministration
Procedure	medication_administration	MedicationAdministration
MedicationAdministration	medication_administration	MedicationAdministration
Condition	medication_administration	MedicationAdministration
DiagnosticReport	medication_administration	MedicationAdministration
Observation	medication_administration	MedicationAdministration
MedicationRequest	medication_administration	MedicationAdministration
Group	medication_administration	MedicationAdministration
Patient	medication_administration	MedicationAdministration
Resource	medication_administration	MedicationAdministration
Practitioner	medication_administration_performer	MedicationAdministrationPerformer
Device	medication_administration_performer	MedicationAdministrationPerformer
Patient	medication_administration_performer	MedicationAdministrationPerformer
PractitionerRole	medication_administration_performer	MedicationAdministrationPerformer
RelatedPerson	medication_administration_performer	MedicationAdministrationPerformer
MedicationRequest	medication_dispense	MedicationDispense
Encounter	medication_dispense	MedicationDispense
EpisodeOfCare	medication_dispense	MedicationDispense
Location	destination_medication_dispense	MedicationDispense
DetectedIssue	detectedIssue_medication_dispense	MedicationDispense
Provenance	medication_dispense	MedicationDispense
Location	location_medication_dispense	MedicationDispense
Medication	medication_dispense	MedicationDispense
Procedure	medication_dispense	MedicationDispense
Practitioner	medication_dispense	MedicationDispense
Patient	receiver_medication_dispense	MedicationDispense
DetectedIssue	statusReasonReference_medication_dispense	MedicationDispense
Group	medication_dispense	MedicationDispense
Patient	subject_medication_dispense	MedicationDispense
Resource	medication_dispense	MedicationDispense
Practitioner	medication_dispense_performer	MedicationDispensePerformer
Device	medication_dispense_performer	MedicationDispensePerformer
Patient	medication_dispense_performer	MedicationDispensePerformer
PractitionerRole	medication_dispense_performer	MedicationDispensePerformer
Organization	medication_dispense_performer	MedicationDispensePerformer
RelatedPerson	medication_dispense_performer	MedicationDispensePerformer
Practitioner	medication_dispense_substitution	MedicationDispenseSubstitution
PractitionerRole	medication_dispense_substitution	MedicationDispenseSubstitution
Medication	medication_knowledge	MedicationKnowledge
DetectedIssue	medication_knowledge	MedicationKnowledge
Organization	medication_knowledge	MedicationKnowledge
ObservationDefinition	medication_knowledge_administration_guidelines	MedicationKnowledgeAdministrationGuidelines
Substance	medication_knowledge_ingredient	MedicationKnowledgeIngredient
DocumentReference	medication_knowledge_monograph	MedicationKnowledgeMonograph
Media	medication_knowledge_monograph	MedicationKnowledgeMonograph
Organization	medication_knowledge_regulatory	MedicationKnowledgeRegulatory
MedicationKnowledge	medication_knowledge_related_medication_knowledge	MedicationKnowledgeRelatedMedicationKnowledge
MedicationRequest	basedOn_medication_request	MedicationRequest
ServiceRequest	medication_request	MedicationRequest
ImmunizationRecommendation	medication_request	MedicationRequest
CarePlan	medication_request	MedicationRequest
DetectedIssue	medication_request	MedicationRequest
Encounter	medication_request	MedicationRequest
Provenance	medication_request	MedicationRequest
Coverage	medication_request	MedicationRequest
ClaimResponse	medication_request	MedicationRequest
Medication	medication_request	MedicationRequest
Practitioner	performer_medication_request	MedicationRequest
Device	performer_medication_request	MedicationRequest
Patient	performer_medication_request	MedicationRequest
PractitionerRole	performer_medication_request	MedicationRequest
Organization	performer_medication_request	MedicationRequest
RelatedPerson	performer_medication_request	MedicationRequest
CareTeam	medication_request	MedicationRequest
MedicationRequest	priorPrescription_medication_request	MedicationRequest
Condition	medication_request	MedicationRequest
Observation	medication_request	MedicationRequest
Practitioner	recorder_medication_request	MedicationRequest
PractitionerRole	recorder_medication_request	MedicationRequest
Practitioner	reportedReference_medication_request	MedicationRequest
Patient	reportedReference_medication_request	MedicationRequest
PractitionerRole	reportedReference_medication_request	MedicationRequest
RelatedPerson	reportedReference_medication_request	MedicationRequest
Organization	reportedReference_medication_request	MedicationRequest
Practitioner	requester_medication_request	MedicationRequest
Device	requester_medication_request	MedicationRequest
Patient	requester_medication_request	MedicationRequest
PractitionerRole	requester_medication_request	MedicationRequest
RelatedPerson	requester_medication_request	MedicationRequest
Organization	requester_medication_request	MedicationRequest
Group	medication_request	MedicationRequest
Patient	subject_medication_request	MedicationRequest
Resource	medication_request	MedicationRequest
Organization	medication_request_dispense_request	MedicationRequestDispenseRequest
MedicationRequest	medication_statement	MedicationStatement
ServiceRequest	medication_statement	MedicationStatement
CarePlan	medication_statement	MedicationStatement
Encounter	medication_statement	MedicationStatement
EpisodeOfCare	medication_statement	MedicationStatement
Resource	medication_statement	MedicationStatement
Practitioner	medication_statement	MedicationStatement
Patient	informationSource_medication_statement	MedicationStatement
PractitionerRole	medication_statement	MedicationStatement
RelatedPerson	medication_statement	MedicationStatement
Organization	medication_statement	MedicationStatement
Medication	medication_statement	MedicationStatement
Procedure	medication_statement	MedicationStatement
MedicationStatement	medication_statement	MedicationStatement
MedicationDispense	medication_statement	MedicationStatement
MedicationAdministration	medication_statement	MedicationStatement
Observation	partOf_medication_statement	MedicationStatement
Condition	medication_statement	MedicationStatement
DiagnosticReport	medication_statement	MedicationStatement
Observation	reasonReference_medication_statement	MedicationStatement
Group	medication_statement	MedicationStatement
Patient	subject_medication_statement	MedicationStatement
DocumentReference	attachedDocument_medicinal_product_definition	MedicinalProductDefinition
ResearchStudy	medicinal_product_definition	MedicinalProductDefinition
SubstanceDefinition	medicinal_product_definition	MedicinalProductDefinition
DocumentReference	masterFile_medicinal_product_definition	MedicinalProductDefinition
PractitionerRole	medicinal_product_definition_contact	MedicinalProductDefinitionContact
Organization	medicinal_product_definition_contact	MedicinalProductDefinitionContact
MedicinalProductDefinition	medicinal_product_definition_cross_reference	MedicinalProductDefinitionCrossReference
Organization	medicinal_product_definition_operation	MedicinalProductDefinitionOperation
PlanDefinition	medicinal_product_definition_operation	MedicinalProductDefinitionOperation
ActivityDefinition	medicinal_product_definition_operation	MedicinalProductDefinitionOperation
MessageDefinition	base_message_definition	MessageDefinition
GraphDefinition	message_definition	MessageDefinition
PlanDefinition	message_definition	MessageDefinition
ActivityDefinition	message_definition	MessageDefinition
MessageDefinition	replaces_message_definition	MessageDefinition
MessageDefinition	message_definition_allowed_response	MessageDefinitionAllowedResponse
StructureDefinition	message_definition_focus	MessageDefinitionFocus
Practitioner	author_message_header	MessageHeader
PractitionerRole	author_message_header	MessageHeader
MessageDefinition	message_header	MessageHeader
Practitioner	enterer_message_header	MessageHeader
PractitionerRole	enterer_message_header	MessageHeader
Resource	message_header	MessageHeader
Practitioner	responsible_message_header	MessageHeader
PractitionerRole	responsible_message_header	MessageHeader
Organization	responsible_message_header	MessageHeader
Practitioner	sender_message_header	MessageHeader
PractitionerRole	sender_message_header	MessageHeader
Organization	sender_message_header	MessageHeader
Practitioner	message_header_destination	MessageHeaderDestination
PractitionerRole	message_header_destination	MessageHeaderDestination
Organization	message_header_destination	MessageHeaderDestination
Device	message_header_destination	MessageHeaderDestination
OperationOutcome	message_header_response	MessageHeaderResponse
StructureDefinition	meta	Meta
Device	molecular_sequence	MolecularSequence
Patient	molecular_sequence	MolecularSequence
Organization	molecular_sequence	MolecularSequence
MolecularSequence	molecular_sequence	MolecularSequence
Specimen	molecular_sequence	MolecularSequence
